movieId,rating,count,imdbId,tmdbId
108,3.074,115,112646,89333.0
109,2.062,16,113276,96357.0
110,4.002,59184,112573,197.0
111,4.083,29133,75314,103.0
112,3.406,10958,113326,33542.0
113,3.101,990,115645,43566.0
114,3.589,230,113774,71754.0
115,3.535,43,112556,43612.0
116,3.911,875,112373,51352.0
117,3.574,1142,115033,16934.0
118,2.985,1030,116606,10324.0
119,2.734,246,114536,78406.0
120,2.842,142,117427,55731.0
121,3.749,764,106473,32119.0
122,2.859,3588,103859,11066.0
123,3.991,2607,109424,11104.0
124,3.497,298,114808,37975.0
125,3.744,3231,116324,2074.0
126,2.319,1329,110647,27793.0
127,3.11,41,111055,44284.0
128,3.486,71,110217,290157.0
129,3.14,172,114131,110972.0
130,3.226,42,112364,32622.0
131,3.311,169,113107,73067.0
132,2.778,1925,113451,11863.0
133,2.6,20,114015,55475.0
134,3.452,31,114500,124636.0
135,3.002,5932,116130,9101.0
136,3.628,90,113125,123360.0
137,3.255,206,113756,5757.0
138,3.228,123,113952,39428.0
139,3.111,36,114618,124639.0
140,3.287,4553,118055,9302.0
141,3.51,20757,115685,11000.0
142,3.014,37,94878,525153.0
143,1.929,14,113200,249882.0
144,3.465,4097,112585,16388.0
145,3.276,12796,112442,9737.0
146,2.903,551,112342,30765.0
147,3.583,4222,112461,10474.0
148,2.909,335,112427,22279.0
149,3.687,1007,109093,30157.0
150,3.874,48377,112384,568.0
151,3.531,11595,114287,11780.0
152,3.087,638,112288,34996.0
153,2.872,31101,112462,414.0
154,3.787,2889,61395,649.0
155,3.408,1168,112495,1873.0
156,3.509,1521,112541,5894.0
157,2.794,2432,109370,1775.0
158,2.921,12589,112642,8839.0
159,3.418,2209,112688,20649.0
160,2.602,13853,112715,10329.0
161,3.74,22340,112740,8963.0
162,4.008,5633,109508,26564.0
163,3.439,14216,112851,8068.0
164,3.452,4011,112857,8512.0
165,3.507,33731,112864,1572.0
166,2.844,683,112887,13552.0
167,3.076,72,113044,259209.0
168,3.082,11309,113071,6520.0
169,2.27,3172,113114,9073.0
170,3.216,7721,113243,10428.0
171,3.6,1297,113464,17447.0
172,2.752,12156,113481,9886.0
173,2.555,14758,113492,9482.0
174,2.449,1932,113500,19326.0
175,3.508,4744,113540,9344.0
176,3.849,2203,113677,9071.0
177,2.889,2149,113690,8973.0
178,3.393,453,107447,15730.0
179,2.731,1119,113729,47608.0
180,3.576,8366,113749,2293.0
181,1.954,2539,113820,9070.0
182,3.075,636,113851,68274.0
183,3.362,581,110604,48787.0
184,3.067,313,110620,34574.0
185,3.103,23018,113957,1642.0
186,2.877,10419,113986,11472.0
187,3.431,875,114095,36196.0
188,3.333,2390,114194,11980.0
189,2.992,304,114241,58372.0
190,3.578,953,114323,32646.0
191,2.685,1555,114345,10533.0
192,3.038,79,114435,56088.0
193,2.248,7142,114436,10802.0
194,3.844,5459,114478,10149.0
195,3.078,2938,114496,18402.0
196,2.836,12993,114508,9348.0
197,3.056,99,114534,139408.0
198,3.418,8646,114558,281.0
199,3.77,1507,58450,5967.0
200,2.822,315,114666,79593.0
201,3.001,343,114663,47939.0
202,3.054,414,114702,36834.0
203,3.146,5060,114682,9090.0
204,2.927,7882,114781,3512.0
205,3.5,1213,114798,52856.0
206,3.449,936,114805,77350.0
207,3.373,5018,114887,9560.0
208,2.865,27377,114898,9804.0
209,2.811,681,114928,31611.0
210,2.887,447,114938,65796.0
211,3.585,526,109340,49805.0
212,2.566,426,112602,26258.0
213,4.017,1753,111579,50797.0
214,4.027,890,110882,19155.0
215,3.915,6582,112471,76.0
216,3.241,9048,112508,11017.0
217,2.728,940,112438,37141.0
218,3.286,3864,112571,9382.0
219,3.606,589,112757,6715.0
220,2.448,290,112643,18256.0
222,3.528,5374,112679,22625.0
223,3.847,24050,109445,2292.0
224,3.445,7809,112883,1909.0
225,3.284,11592,109635,8984.0
226,2.784,37,112899,61813.0
227,3.062,4189,109676,4954.0
228,2.692,436,112854,62488.0
229,3.562,2256,109579,10531.0
230,3.588,6729,109642,11929.0
231,2.965,31843,109686,8467.0
232,4.028,5620,111797,10451.0
233,3.533,3204,109759,20156.0
234,2.67,2952,109758,18395.0
235,3.664,15582,109707,522.0
236,3.315,11357,113117,397.0
237,3.221,5770,113097,10525.0
238,3.166,766,113028,27985.0
239,3.085,3368,113198,15789.0
240,2.911,779,113303,27303.0
241,3.026,536,113089,21183.0
242,3.385,1000,109771,10954.0
243,2.538,424,113199,47867.0
244,2.375,277,113234,43475.0
245,2.969,239,109906,72031.0
246,4.028,9739,110057,14275.0
247,3.822,7144,110005,1024.0
248,3.008,2866,110066,17207.0
249,3.675,4542,110116,13701.0
250,3.075,918,110006,14819.0
251,3.057,341,113360,32631.0
252,3.216,9280,110099,11777.0
253,3.509,27577,110148,628.0
254,2.911,574,113463,87729.0
255,2.278,975,110189,18713.0
256,2.702,9442,110216,6280.0
257,3.408,3542,113501,9061.0
258,2.628,1596,113538,37108.0
259,3.06,1845,113552,6071.0
260,4.12,68717,76759,11.0
261,3.628,9656,110367,9587.0
262,3.765,4008,113670,19101.0
263,3.746,368,110296,49980.0
264,3.374,163,109731,17961.0
265,3.922,10781,103994,18183.0
266,3.5,15759,110322,4476.0
267,2.887,3757,110443,11008.0
268,3.306,681,110365,47504.0
269,3.452,550,107566,32325.0
270,3.17,1185,110391,43742.0
271,3.334,1138,113691,28313.0
272,3.74,7136,110428,11318.0
273,3.132,6796,109836,3036.0
274,2.839,1135,113755,40490.0
275,2.717,1445,110538,24070.0
276,2.979,4968,110516,8986.0
277,3.405,8574,110527,10510.0
278,3.021,1038,113808,17402.0
279,3.697,846,113896,38722.0
280,3.717,4680,113870,8438.0
281,3.661,3588,110684,11593.0
282,3.409,10402,110638,1945.0
283,3.047,222,113967,39310.0
284,2.853,34,117169,109560.0
285,2.269,80,106402,56428.0
286,2.066,98,113948,63105.0
287,3.252,305,110671,131957.0
288,3.258,23259,110632,241.0
289,3.352,2963,110737,9058.0
290,3.974,3749,110729,527.0
292,3.411,24760,114069,6950.0
293,4.089,33680,110413,101.0
294,3.16,777,114113,63020.0
295,2.77,420,114210,2307.0
296,4.189,79672,110912,680.0
297,3.155,249,114084,41478.0
298,3.524,227,105652,25296.0
299,3.716,2389,110889,40156.0
300,3.664,18997,110932,11450.0
301,3.524,418,114129,30304.0
302,3.727,1453,110963,10452.0
303,3.043,6532,114214,12106.0
304,3.171,652,114296,161495.0
305,2.71,3105,110907,3586.0
306,4.073,7058,111495,110.0
307,3.981,6616,108394,108.0
308,3.902,5085,111507,109.0
309,3.622,417,110769,159185.0
310,2.81,231,114268,36357.0
311,2.651,76,110965,92769.0
312,2.621,1200,114571,28033.0
313,3.038,1282,111333,22586.0
314,3.85,3775,111112,14334.0
315,2.892,10295,111255,2636.0
316,3.371,30910,111282,2164.0
317,3.128,15733,111070,11395.0
318,4.414,81482,111161,278.0
319,3.775,6727,111149,9905.0
320,3.241,299,108260,87078.0
321,3.769,834,106966,12527.0
322,3.668,2800,114594,20306.0
324,3.673,431,111309,36614.0
325,2.646,951,113936,27993.0
326,4.08,1293,110081,31439.0
327,2.816,6691,114614,9067.0
328,3.146,2311,114608,9059.0
329,3.323,24615,111280,193.0
330,2.789,1415,114609,25066.0
331,3.265,495,111454,46797.0
332,2.773,2038,114852,12122.0
333,3.356,10852,114694,11381.0
334,3.817,1495,111590,32636.0
335,3.262,384,114788,36141.0
336,2.835,267,114888,95963.0
337,3.751,17234,108550,1587.0
338,2.985,4341,114857,9271.0
339,3.499,22111,114924,2064.0
340,3.377,1330,111667,19855.0
341,3.564,352,109655,60855.0
342,3.508,10735,110598,236.0
343,2.669,854,112435,48287.0
344,2.99,37453,109040,3049.0
345,3.642,9531,109045,2759.0
346,3.41,1033,106339,12635.0
347,3.447,1548,104779,10497.0
348,3.695,7399,109348,11382.0
349,3.655,27766,109444,9331.0
350,3.467,14696,109446,10731.0
351,3.305,3322,109484,10464.0
352,3.281,1228,109504,34152.0
353,3.518,16219,109506,9495.0
354,3.136,1146,109450,29973.0
355,2.413,9580,109813,888.0
356,4.048,81491,109830,13.0
357,3.641,26709,109831,712.0
358,3.252,2075,113305,16295.0
359,3.297,256,110091,48992.0
360,2.721,1915,110093,10879.0
361,3.327,4809,110167,10660.0
362,3.378,6993,110213,10714.0
363,3.993,590,107472,41647.0
364,3.817,42745,110357,8587.0
365,3.157,1708,107426,1689.0
366,2.978,2660,111686,11596.0
367,3.183,34621,110475,854.0
368,3.413,16475,110478,9359.0
369,3.289,1010,110588,23333.0
370,2.979,13958,110622,36593.0
371,3.259,3915,110771,12280.0
372,3.25,7415,110950,2788.0
373,3.769,3265,105226,10427.0
374,2.422,4953,110989,11011.0
375,3.28,230,111054,49803.0
376,3.276,10374,110997,8987.0
377,3.481,41302,111257,1637.0
378,3.133,2125,111256,15128.0
379,2.724,5362,111438,8831.0
380,3.492,41673,111503,36955.0
381,3.391,4476,111693,10449.0
382,3.041,5077,111742,10395.0
383,3.2,4717,111756,12160.0
384,2.951,694,112443,40480.0
385,3.556,116,110455,52038.0
386,2.821,333,111048,29444.0
387,2.653,648,110399,26352.0
388,3.539,509,112570,39953.0
389,3.476,187,109454,41580.0
390,3.407,841,59170,315.0
391,3.188,397,110186,22067.0
392,3.35,253,108069,18242.0
393,1.9,2222,111301,11667.0
394,3.314,132,112702,32502.0
395,3.167,12,112849,267188.0
396,2.484,32,113014,28732.0
397,2.119,88,113043,75555.0
398,3.452,52,113104,42981.0
399,2.25,10,113173,278939.0
400,2.607,28,113319,291731.0
401,3.147,17,113827,226229.0
402,2.837,52,114047,203119.0
403,2.167,15,112889,172923.0
404,3.279,70,109339,316098.0
405,2.441,3357,110027,8011.0
406,3.076,66,109785,171857.0
407,3.243,1993,113409,2654.0
408,3.238,611,109021,18069.0
409,3.042,420,109035,19092.0
410,3.012,17836,106220,2758.0
411,2.781,105,111804,38129.0
412,3.56,4231,106226,10436.0
413,2.811,5737,109068,13595.0
414,2.61,829,109067,46094.0
415,2.808,2938,106292,9409.0
416,2.698,1634,109198,11853.0
417,3.521,3007,109219,16771.0
418,2.701,637,106379,46924.0
419,2.487,4219,106400,11041.0
420,2.75,13942,109254,306.0
421,3.287,1631,109279,14522.0
422,3.233,1300,109297,26203.0
423,2.999,2184,109303,178.0
424,2.72,706,109305,19819.0
425,3.465,791,109306,57834.0
426,3.109,3021,106452,4722.0
427,2.548,3078,106471,18215.0
428,3.823,4785,106489,1607.0
429,2.382,1403,109361,26391.0
430,2.342,237,106505,117553.0
431,3.72,8879,106519,6075.0
432,2.73,11729,109439,11310.0
433,2.922,1150,109443,18658.0
434,3.049,23089,106582,9350.0
435,2.581,13194,106598,9612.0
436,2.625,1185,109456,2124.0
437,2.592,1675,109480,26261.0
438,2.712,985,109493,19176.0
439,2.509,57,106660,49299.0
440,3.601,17918,106673,11566.0
441,3.69,8204,106677,9571.0
442,3.071,18088,106697,9739.0
443,3.343,548,109729,24257.0
444,2.415,1193,106834,34444.0
445,2.885,1743,106873,26141.0
446,3.889,3472,106332,10997.0
447,2.517,209,109783,50463.0
448,3.556,2743,106881,10443.0
449,3.443,642,106880,20239.0
450,3.347,2750,111732,16297.0
451,3.045,581,106926,18551.0
452,3.552,1082,111712,25440.0
453,3.112,874,106941,9024.0
454,3.499,24161,106918,37233.0
455,2.618,8275,106965,1634.0
456,3.808,892,109842,13815.0
457,3.972,49638,106977,5503.0
458,3.133,956,107004,35588.0
459,2.758,1036,109890,2087.0
460,2.427,834,109891,41579.0
461,3.344,815,109913,18620.0
462,2.589,179,109920,41006.0
463,2.813,369,107057,4916.0
464,2.918,3021,107076,2019.0
465,3.257,680,107096,31642.0
466,2.94,12947,107144,9255.0
467,3.371,664,113674,26271.0
468,3.313,6711,112966,10612.0
469,3.258,1213,107151,2259.0
470,2.152,440,110064,16097.0
471,3.658,10631,110074,11934.0
472,2.888,663,110097,106143.0
473,2.299,1292,110123,12475.0
474,3.721,17996,107206,9386.0
475,3.915,8580,107207,7984.0
476,3.026,212,110137,59930.0
477,3.547,4128,108551,15765.0
478,2.423,253,110197,31643.0
479,2.924,1136,107286,6.0
480,3.679,64144,107290,329.0
481,3.338,4993,107302,10909.0
482,3.424,2508,110265,507.0
483,3.787,538,107322,34024.0
484,2.803,692,110305,29918.0
485,2.8,13156,107362,9593.0
486,2.666,559,107413,42580.0
487,2.566,564,110353,22317.0
488,3.374,525,107468,1413.0
489,2.761,2765,107478,12121.0
490,3.36,2935,107497,2246.0
491,3.405,4991,107501,10502.0
492,3.653,3038,107507,10440.0
493,3.626,3450,107554,9516.0
494,3.353,11284,116253,2320.0
495,3.412,685,74102,5879.0
496,3.277,383,111689,83718.0
497,3.882,13084,107616,11971.0
498,2.783,362,107611,2625.0
499,2.779,378,107613,31911.0
500,3.386,34194,107614,788.0
501,3.842,1923,107653,21450.0
502,2.276,3454,110657,11231.0
503,3.095,131,110649,41588.0
504,2.984,1080,110678,10447.0
505,2.503,1224,110687,31586.0
506,3.495,1272,107756,9300.0
507,3.528,3109,107808,9559.0
508,3.802,19902,107818,9800.0
509,3.681,15998,107822,713.0
510,2.779,822,107840,8291.0
511,3.144,1535,107889,18133.0
512,2.932,1176,111003,25557.0
513,2.938,521,110939,22588.0
514,3.461,4285,110955,10872.0
515,3.898,9940,107943,1245.0
516,3.088,3147,110971,11858.0
517,3.131,3298,107969,7007.0
518,2.676,1145,111001,10467.0
519,2.196,4697,107978,5550.0
520,3.067,14245,107977,8005.0
521,3.311,1987,107983,2088.0
522,3.54,1228,105275,10412.0
523,3.643,833,108000,47889.0
524,3.533,7233,108002,14534.0
525,3.418,153,108026,56583.0
526,3.211,121,105032,41878.0
527,4.248,60411,108052,424.0
528,2.779,839,111094,35233.0
529,3.849,10037,108065,14291.0
530,3.267,30,111102,103413.0
531,3.536,7010,108071,11236.0
532,3.061,5555,111127,11592.0
533,2.933,3638,111143,8850.0
534,3.89,4460,108101,10445.0
535,3.778,5170,108122,695.0
536,3.286,671,111194,43535.0
537,3.148,3085,111201,12519.0
538,3.701,4684,108149,23210.0
539,3.509,28137,108160,858.0
540,2.719,4550,108162,867.0
541,4.116,36702,83658,78.0
542,2.85,3309,108186,13203.0
543,3.237,11396,108174,10442.0
544,2.929,2058,108238,11074.0
546,2.062,5371,108255,9607.0
547,2.817,761,111323,17585.0
548,2.9,2605,111400,9057.0
549,3.89,1326,108328,20967.0
550,3.087,3063,111418,10635.0
551,3.738,21940,107688,9479.0
552,3.213,12096,108333,10057.0
553,3.703,14333,108358,11969.0
554,3.094,463,111488,41590.0
555,3.811,15314,108399,319.0
556,3.976,1152,108515,26408.0
558,2.823,1495,110763,15139.0
559,2.956,45,107779,161158.0
560,3.092,38,109226,218473.0
561,3.397,199,110259,85247.0
562,3.787,5787,114906,11446.0
563,3.462,313,107002,51980.0
564,2.329,307,109403,24405.0
565,3.224,831,104029,11655.0
566,2.763,139,110623,11800.0
567,3.315,363,107315,8223.0
568,3.578,339,106408,14587.0
569,2.938,1547,110363,31504.0
570,3.454,206,107349,41653.0
571,3.576,178,111709,53185.0
572,2.717,30,109828,95743.0
573,3.429,183,107225,23637.0
574,3.304,1276,111252,17600.0
575,2.988,2614,110366,10897.0
576,2.438,24,106878,349394.0
577,2.816,589,109120,21352.0
579,2.886,35,108059,68806.0
580,3.073,510,110892,37345.0
581,3.979,1756,112651,32562.0
582,3.324,119,107642,47507.0
583,3.532,247,109382,25403.0
584,3.036,28,106678,124304.0
585,2.662,8928,112572,9066.0
586,3.142,29540,99785,771.0
587,3.434,28516,99653,251.0
588,3.699,43373,103639,812.0
589,3.946,57379,103064,280.0
590,3.726,41615,99348,581.0
591,2.052,29,114706,80350.0
592,3.407,44110,96895,268.0
593,4.151,74127,102926,274.0
594,3.582,17940,29583,408.0
595,3.681,35723,101414,10020.0
596,3.483,12742,32910,10895.0
597,3.426,34234,100405,114.0
598,3.548,146,110719,41043.0
599,3.959,3219,65214,576.0
600,2.995,278,110395,15477.0
601,3.371,105,111752,59146.0
602,3.976,297,109934,124472.0
603,2.928,569,112606,30528.0
604,1.917,6,115978,538286.0
605,3.278,3255,117247,7300.0
606,2.574,1407,112625,10824.0
607,2.594,16,106537,261246.0
608,4.111,47823,116282,275.0
609,3.009,2317,116552,25059.0
610,3.374,7289,82509,11827.0
611,2.512,1714,116514,8766.0
612,2.711,1477,117283,23570.0
613,3.604,2227,116684,47333.0
614,3.139,144,110374,54850.0
615,3.871,578,70506,51242.0
616,3.387,8197,65421,10112.0
617,3.584,504,113083,4307.0
618,2.765,343,118001,46029.0
619,2.567,663,116165,32308.0
620,3.333,39,102855,88893.0
621,3.604,299,107471,52873.0
623,3.059,34,113839,123505.0
625,3.28,25,90665,44281.0
626,2.873,598,117891,28121.0
627,3.528,1729,113613,12520.0
628,3.76,10950,117381,1592.0
629,3.239,23,114305,166901.0
630,3.285,200,115837,36447.0
631,2.724,2070,115509,19042.0
632,3.906,361,114671,38884.0
633,3.355,307,112844,47449.0
634,2.28,309,114658,36259.0
635,3.636,1005,116275,41852.0
636,3.015,34,113122,40926.0
637,2.834,5371,117608,9099.0
638,3.269,534,113448,2021.0
639,2.931,1057,116414,61752.0
640,2.97,2861,116095,10988.0
641,2.52,98,111543,11479.0
642,2.083,12,117517,398959.0
643,2.167,21,117312,287305.0
644,2.267,15,116485,339428.0
645,3.611,274,113947,12652.0
647,3.536,7345,115956,10684.0
648,3.402,37035,117060,954.0
649,3.721,131,109028,68445.0
650,3.455,1233,117071,18989.0
651,2.487,40,117788,10801.0
652,3.007,73,112257,54285.0
653,3.219,13693,116136,8840.0
654,2.688,16,118026,278978.0
655,2.333,18,117117,124625.0
656,2.871,1138,116168,11107.0
657,2.556,36,111787,16417.0
658,3.0,47,112509,70934.0
659,3.713,454,54189,10363.0
660,3.018,112,115591,161070.0
661,3.303,9943,116683,10539.0
662,3.245,2646,116287,10543.0
663,3.361,3042,116768,18414.0
664,3.035,301,116269,47502.0
665,3.946,1269,114787,11902.0
666,3.425,161,113720,27098.0
667,2.505,998,112536,25087.0
668,4.097,854,48473,5801.0
670,4.111,740,52572,896.0
671,3.674,5883,117128,3065.0
672,2.417,24,114616,318177.0
673,2.761,10707,117705,2300.0
674,2.968,3142,62711,8069.0
675,2.154,26,110061,288173.0
676,2.54,25,140614,187851.0
678,4.067,2479,108181,27768.0
679,3.33,88,114307,221917.0
680,3.555,1181,58898,8072.0
681,3.571,323,82206,35797.0
682,3.169,62,111430,88030.0
683,2.662,34,107727,185191.0
684,2.478,23,81759,83857.0
685,3.527,502,113443,33245.0
687,2.973,94,109491,124460.0
688,2.595,2700,114048,27281.0
690,3.285,72,111613,105045.0
691,3.055,1110,117104,40001.0
692,2.34,843,117688,29621.0
693,3.135,26,109751,117730.0
694,3.002,2535,117774,20762.0
695,3.169,768,114736,37144.0
696,3.18,114,112604,48260.0
697,2.774,1045,116289,12656.0
698,2.787,143,109593,38867.0
699,2.233,15,103095,277270.0
700,3.254,1132,112368,25969.0
701,3.147,102,104046,44103.0
702,3.786,406,62952,753.0
703,2.846,335,115742,43634.0
704,2.829,1695,117420,9103.0
705,3.525,394,115951,90214.0
706,3.129,236,117784,29649.0
707,3.071,4201,117107,10990.0
708,3.391,13940,117979,8866.0
709,3.308,2720,95776,12233.0
710,2.739,1172,115851,23449.0
711,2.626,1989,116322,36355.0
712,3.5,172,109374,37667.0
713,3.398,127,110712,90148.0
714,3.89,3906,112817,922.0
715,3.565,558,113362,11876.0
716,2.928,292,73778,52633.0
717,3.182,85,112546,62364.0
718,3.428,1033,108500,11687.0
719,2.966,7148,117108,9304.0
720,4.103,7719,118114,503475.0
721,2.933,15,114103,
722,3.596,312,113270,73183.0
723,3.25,36,92123,131232.0
724,3.086,8426,115963,9100.0
725,2.787,1426,116448,20759.0
726,3.118,491,116827,46063.0
727,3.146,24,114894,365371.0
728,3.811,3207,112701,32513.0
729,3.487,114,113429,40651.0
730,3.048,62,125877,
731,2.916,781,116508,36915.0
732,2.808,219,117260,40507.0
733,3.669,31979,117500,9802.0
734,2.583,54,116405,25697.0
735,3.512,1127,109592,21588.0
736,3.189,31040,117998,664.0
737,2.099,4238,115624,11867.0
738,3.18,25,113145,47119.0
739,1.955,11,116559,314352.0
741,3.968,8381,113568,9323.0
742,2.739,1850,117894,10280.0
743,2.732,5784,117723,10535.0
744,2.853,34,112586,124613.0
745,4.104,12241,112691,532.0
746,3.752,311,40366,26744.0
747,2.292,997,117768,16299.0
748,3.165,4958,115571,10547.0
749,2.692,39,31612,245268.0
750,4.216,26714,57012,935.0
751,3.386,154,103926,55613.0
752,2.833,39,105737,215107.0
753,3.256,461,113849,41007.0
754,2.972,351,113188,35645.0
755,3.366,138,42644,110465.0
756,3.223,103,109381,255546.0
757,3.543,244,109688,40751.0
758,3.109,23,104606,275096.0
759,3.847,340,110480,85778.0
760,3.686,907,108211,11101.0
761,2.792,3536,117331,9826.0
762,2.404,8959,117765,9879.0
763,3.028,53,116833,63564.0
764,3.361,541,113280,22621.0
765,3.021,4775,116669,7095.0
766,3.424,1648,116594,26890.0
767,3.502,282,113211,46732.0
768,3.015,33,114494,124633.0
769,3.567,127,116992,581579.0
770,2.44,25,38426,
771,3.344,138,94265,202425.0
772,2.871,31,105201,196940.0
773,3.398,44,70820,77771.0
774,2.594,32,84898,181083.0
775,2.922,147,63715,41225.0
776,2.976,42,109191,188589.0
777,2.85,30,114122,87190.0
778,4.008,28702,117951,627.0
779,2.816,475,118523,32872.0
780,3.374,48902,116629,602.0
781,3.415,1878,117737,14553.0
782,2.875,2621,116277,9566.0
783,3.264,10676,116583,10545.0
784,2.706,14457,115798,9894.0
785,3.28,10260,116778,11543.0
786,3.135,15412,116213,9268.0
787,3.753,81,113147,52059.0
788,2.811,19138,117218,9327.0
789,2.989,44,100990,123763.0
790,3.495,98,111546,81949.0
791,3.618,102,113610,
792,2.953,43,93199,42005.0
793,3.229,109,106810,124306.0
794,3.354,99,111180,183955.0
795,3.229,96,111237,44535.0
796,2.964,42,72362,44495.0
797,3.346,104,103207,78285.0
798,2.823,2959,116040,11228.0
799,3.369,5867,116365,10779.0
800,4.053,6537,116905,26748.0
801,2.999,1540,116493,38223.0
802,3.47,12436,117333,9294.0
803,3.576,540,118113,49963.0
804,3.061,2081,117628,11363.0
805,3.699,11232,117913,1645.0
806,3.151,523,115530,31546.0
807,3.212,196,114266,77056.0
808,3.203,752,115493,36344.0
809,2.834,1288,116320,18550.0
810,1.809,1842,116756,11511.0
812,2.55,30,109356,172198.0
813,2.756,450,116823,34170.0
814,3.125,12,112568,281085.0
815,2.06,25,114170,109478.0
816,3.239,71,117999,124645.0
818,2.624,2669,118073,12606.0
819,3.444,54,108220,69895.0
820,2.839,62,49521,35206.0
821,2.875,44,112746,525936.0
822,3.136,33,104403,151489.0
823,3.335,121,61495,4837.0
824,3.822,357,110246,12632.0
825,2.812,24,116164,9098.0
826,2.25,20,112865,282919.0
827,3.132,151,112716,124614.0
828,3.118,1385,115472,18975.0
829,2.664,1726,116707,11962.0
830,3.088,6098,116313,2925.0
831,3.493,208,114550,28628.0
832,3.446,13849,117438,3595.0
833,2.718,1354,116531,9308.0
834,2.635,182,117332,92381.0
835,3.169,889,116353,18555.0
836,2.895,4620,115857,12123.0
837,3.43,5800,117008,10830.0
838,3.775,7420,116191,3573.0
839,2.732,3722,115986,10546.0
840,2.699,642,116571,18862.0
841,3.734,615,53459,31417.0
842,2.775,1901,117826,9431.0
843,3.309,55,113695,124619.0
844,3.745,155,108227,297645.0
845,3.379,66,111424,48144.0
846,3.487,378,113080,46986.0
847,2.849,109,115680,144982.0
848,3.652,1893,117718,47907.0
849,2.758,7751,116225,10061.0
850,3.506,247,112767,36266.0
851,3.491,1528,115632,549.0
852,3.179,9849,117918,10478.0
853,3.277,103,104109,66634.0
854,3.727,211,51980,116690.0
855,2.719,32,100840,213917.0
856,3.368,53,107575,145925.0
857,3.17,44,42054,100914.0
858,4.324,52498,68646,238.0
859,2.333,15,116536,484245.0
860,3.511,327,109255,159.0
861,3.444,2371,104558,11134.0
862,3.587,334,116985,88224.0
864,3.323,82,114936,132641.0
865,3.278,90,114474,42758.0
866,3.717,5844,115736,9303.0
