tmdbId,title,release_date,runtime,genres,popularity,vote_average,vote_count,poster_path,backdrop_path,original_language,original_title,adult,video,tagline,budget,revenue,homepage,imdb_id,production_companies,spoken_languages,status
935.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,95,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]",19.725,8.137,4800,/7SixLzxcqezkZEYU8pcHZgbkmjp.jpg,/sTp8K0SfcC2RQef1Tu160z3niHO.jpg,en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,False,False,The hot-line suspense comedy.,1800000,9523464,,tt0057012,"[{'id': 5, 'logo_path': '/lieeAioEBVsgsoDT9HICrdt5iRa.png', 'name': 'Columbia Pictures', 'origin_country': 'US'}, {'id': 88, 'logo_path': None, 'name': 'Hawk Films', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
129.0,Spirited Away,2002-09-20,125,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",87.542,8.54,13840,/39wmItIWsg5sZMyRUHLkWBcuVCM.jpg,/Ab8mkHmkYADjU7wQiOkia9BzGvS.jpg,ja,千と千尋の神隠し,False,False,,19000000,274925095,http://movies.disney.com/spirited-away,tt0245429,"[{'id': 10342, 'logo_path': '/eS79pslnoKbWg7t3PMA9ayl0bGs.png', 'name': 'Studio Ghibli', 'origin_country': 'JP'}]","[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released
367412.0,Whiplash,2013-01-18,18,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",6.782,7.874,285,/wLhAUPJQfjVcY0QcZ8cr6LzWZTi.jpg,/sO70LyX3CHDNimbUwdGqL6pjrD3.jpg,en,Whiplash,False,False,Suffering is the soul of greatness.,0,0,,tt2654430,"[{'id': 32157, 'logo_path': '/4hOCk25Ce8s242NItnwtV7aKRWY.png', 'name': 'Right of Way Films', 'origin_country': 'US'}, {'id': 101165, 'logo_path': None, 'name': 'Whiplash Productions, LLC.', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
496243.0,Parasite,2019-05-30,133,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",90.02,8.5,15106,/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,/hiKmpZMGZsrkA3cdce8a7Dpos1j.jpg,ko,기생충,False,False,Act like you own the place.,11363000,257591776,https://www.parasite-movie.com/,tt6751668,"[{'id': 4399, 'logo_path': '/7bWmbWfxFNSGTCjLHkHn3UjspZS.png', 'name': 'Barunson E&A', 'origin_country': 'KR'}, {'id': 7036, 'logo_path': '/javbyY0ZCvlFJtly3tpZqf2NwLX.png', 'name': 'CJ Entertainment', 'origin_country': 'KR'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released
289.0,Casablanca,1942-11-26,102,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",24.236,8.167,4565,/5K7cOHoay2mZusSLezBOY0Qxh8a.jpg,/wOfzdzC0QZyhUIlyjeMuUYSb8Ax.jpg,en,Casablanca,False,False,They had a date with fate in Casablanca!,878000,10462500,,tt0034583,"[{'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}]","[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
599.0,Sunset Boulevard,1950-08-10,110,"[{'id': 18, 'name': 'Drama'}]",16.517,8.373,2133,/sC4Dpmn87oz9AuxZ15Lmip0Ftgr.jpg,/p47ihFj4A7EpBjmPHdTj4ipyq1S.jpg,en,Sunset Boulevard,False,False,A Hollywood Story.,1752000,5000000,,tt0043014,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
1092.0,The Third Man,1949-08-31,104,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",17.625,7.983,1500,/oIF3l7Dxp7Eyye10BNyM611wtKa.jpg,/mYI1VlxvuSnHoK6GYwkFzAgcJXh.jpg,en,The Third Man,False,False,Hunted by men ... Sought by WOMEN!,0,1226098,,tt0041959,"[{'id': 632, 'logo_path': None, 'name': 'British Lion Films', 'origin_country': 'GB'}, {'id': 659, 'logo_path': None, 'name': 'London Films Productions', 'origin_country': 'GB'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released
582.0,The Lives of Others,2006-03-15,137,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",14.773,8.038,3126,/pUKnhEQvQJI7SAIMbDsmrXUAMVE.jpg,/3mxteiwtcCPjbYKlyC0WxY1G9J3.jpg,de,Das Leben der Anderen,False,False,"Before the Fall of the Berlin Wall, East Germany's Secret Police Listened to Your Secrets.",2000000,70000000,,tt0405094,"[{'id': 58, 'logo_path': '/voYCwlBHJQANtjvm5MNIkCF1dDH.png', 'name': 'Sony Pictures Classics', 'origin_country': 'US'}, {'id': 106, 'logo_path': None, 'name': 'Buena Vista International (Germany) GmbH', 'origin_country': 'DE'}, {'id': 201, 'logo_path': '/6UIpEURdjnmcJPwgTDRzVRuwADr.png', 'name': 'ARTE', 'origin_country': 'FR'}, {'id': 336, 'logo_path': '/4YJDtfNDyI1ustIo6KttzEuIvQz.png', 'name': 'Wiedemann & Berg Film', 'origin_country': 'DE'}, {'id': 337, 'logo_path': None, 'name': 'Creado Film', 'origin_country': ''}, {'id': 1251, 'logo_path': '/fc0O0mvjl8PbHgZXXY2VgPYos1Z.png', 'name': 'ARD', 'origin_country': 'DE'}, {'id': 44113, 'logo_path': None, 'name': 'Beta Cinema', 'origin_country': 'DE'}]","[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released
145760.0,Last Year's Snow Was Falling,1983-01-01,20,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",3.418,7.3,61,/yzf6Q3sZNRjf22ex7JcjH67WAPs.jpg,/eM92YYV6MPHtGl2h4mcWnytZOvF.jpg,ru,Падал прошлогодний снег,False,False,,0,0,,tt0219233,"[{'id': 6608, 'logo_path': '/eALlDyTQSw5rLU1IJvYps4himcU.png', 'name': 'Ekran', 'origin_country': 'SU'}]","[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released
975.0,Paths of Glory,1957-10-25,88,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",14.955,8.282,2369,/l2IY0gOHHmCWM90LjteFssxIV1G.jpg,/354kfjVb96mtFALMhBE6jzHGiA2.jpg,en,Paths of Glory,False,False,It explodes in the no-man's land no picture ever dared cross before!,935000,0,,tt0050825,"[{'id': 60, 'logo_path': '/1SEj4nyG3JPBSKBbFhtdcHRaIF9.png', 'name': 'United Artists', 'origin_country': 'US'}, {'id': 611, 'logo_path': None, 'name': 'Bryna Productions', 'origin_country': 'US'}]","[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Latin', 'iso_639_1': 'la', 'name': 'Latin'}]",Released
213.0,North by Northwest,1959-07-08,136,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",24.122,7.989,3466,/8gvfRlVpcKaTVqipXpYOGWBN1aO.jpg,/fONtQBk12LGjQo4q6bXDROVQmTy.jpg,en,North by Northwest,False,False,"A 2000 MILE CHASE . . . That blazes a trail of TERROR to a gripping, spine-chilling climax !",4000000,13275000,,tt0053125,"[{'id': 21, 'logo_path': '/aOWKh4gkNrfFZ3Ep7n0ckPhoGb5.png', 'name': 'Metro-Goldwyn-Mayer', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
996.0,Double Indemnity,1944-06-14,107,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",15.712,8.1,1468,/kkfKLeOTo7RjS9TxHKpknlL7huS.jpg,/u546kDNwrZ1ii6q8NqqQgHwRvoW.jpg,en,Double Indemnity,False,False,It's love and murder at first sight!,927262,2500000,,tt0036775,"[{'id': 4, 'logo_path': '/gz66EfNoYPqHTYI4q9UEN4CbHRc.png', 'name': 'Paramount', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
269981.0,Twelve Angry Men,1954-09-20,51,"[{'id': 18, 'name': 'Drama'}, {'id': 10770, 'name': 'TV Movie'}]",3.028,7.9,22,/rCQzHGuAod7S23apXYjHaxQHLlT.jpg,/cpsEuUehMf7GNWKupFa7DxoXN2T.jpg,en,Twelve Angry Men,False,False,,0,0,,tt0122737,[],"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
680.0,Pulp Fiction,1994-09-10,154,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",78.5,8.49,24502,/fIE3lAGcZDV1G6XM5KmuWnNsPp1.jpg,/suaEOtk1N1sgg2MTM7oZd2cfVp3.jpg,en,Pulp Fiction,False,False,Just because you are a character doesn't mean you have character.,8000000,214179088,https://www.miramax.com/movie/pulp-fiction/,tt0110912,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 59, 'logo_path': '/yH7OMeSxhfP0AVM6iT0rsF3F4ZC.png', 'name': 'A Band Apart', 'origin_country': 'US'}, {'id': 216, 'logo_path': None, 'name': 'Jersey Films', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released
598.0,City of God,2002-02-05,130,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",39.82,8.419,6226,/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg,/5p3aTxtUtZHCHwYsuycutmxIhND.jpg,pt,Cidade de Deus,False,False,"If you run, the beast catches you; if you stay, the beast eats you.",3300000,30641770,http://cidadededeus.globo.com/,tt0317248,"[{'id': 14, 'logo_path': '/m6AHu84oZQxvq7n1rsvMNJIAsMu.png', 'name': 'Miramax', 'origin_country': 'US'}, {'id': 345, 'logo_path': '/hj2nqoG2F9COm16fqvM0YpY3jL4.png', 'name': 'O2 Filmes', 'origin_country': 'BR'}, {'id': 346, 'logo_path': '/kzQAFe6cBI0cbHZP3lUiHmeEyAF.png', 'name': 'Videofilmes', 'origin_country': 'BR'}, {'id': 856, 'logo_path': '/z0vTTWBhZggM09oZWSY3hbXgPKv.png', 'name': 'Wild Bunch', 'origin_country': 'FR'}, {'id': 11445, 'logo_path': None, 'name': 'Hank Levine Film', 'origin_country': ''}, {'id': 11793, 'logo_path': None, 'name': 'Lumière', 'origin_country': ''}, {'id': 13969, 'logo_path': '/bEpiJ2zXGIH70JT16asjWNFtOEv.png', 'name': 'Globo Filmes', 'origin_country': 'BR'}]","[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",Released
769.0,GoodFellas,1990-09-12,145,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",54.368,8.465,10905,/aKuFiU82s5ISJpGZp7YkIr3kCUd.jpg,/sw7mordbZxgITU877yTpZCud90M.jpg,en,GoodFellas,False,False,Three Decades of Life in the Mafia.,25000000,46835000,http://www.warnerbros.com/goodfellas,tt0099685,"[{'id': 8880, 'logo_path': '/fE7LBw7Jz8R29EABFGCvWNriZxN.png', 'name': 'Winkler Films', 'origin_country': 'US'}]","[{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
11878.0,Yojimbo,1961-04-25,110,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",21.15,8.147,1150,/tN7kYPjRhDolpui9sc9Eq9n5b2O.jpg,/zd7mu6dJKxkVtBdXqlEQ9W3msKl.jpg,ja,用心棒,False,False,Seven Samurai if it Was Just One Samurai!,0,0,,tt0055630,"[{'id': 882, 'logo_path': '/iDw9Xxok1d9WAM2zFicI8p3khTH.png', 'name': 'Toho', 'origin_country': 'JP'}]","[{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}]",Released
72215.0,Once Upon a Time there Lived a Dog,1982-11-10,10,"[{'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",4.452,7.752,115,/7YbdqmDM9h2VmkelGYDKLYbuC5y.jpg,/bkchguu5t1CzmEZztpFE0qEjNA6.jpg,ru,Жил-был пёс,False,False,,0,0,,tt0216434,"[{'id': 14599, 'logo_path': '/hz8piJ9Np1MswUyav0JDNGf42pO.png', 'name': 'Soyuzmultfilm', 'origin_country': 'SU'}]","[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}, {'english_name': 'Ukrainian', 'iso_639_1': 'uk', 'name': 'Український'}]",Released
705.0,All About Eve,1950-10-06,139,"[{'id': 18, 'name': 'Drama'}]",13.572,8.159,1286,/6numIZH6uR3NlJgY9m7nGH0jhs.jpg,/9LkOiz3fPTEhZbXr5IvdFbm01cj.jpg,en,All About Eve,False,False,It's all about women... and their men!,1400000,8400000,,tt0042192,"[{'id': 25, 'logo_path': '/qZCc1lty5FzX30aOCVRBLzaVmcp.png', 'name': '20th Century Fox', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released
52971.0,Rabbit of Seville,1950-12-16,8,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",4.933,7.556,144,/27VEl23uM1aDxR9if2Ncs8IbSmK.jpg,/gILgPrQztkmZzikPVXF4am1TLqA.jpg,en,Rabbit of Seville,False,False,,0,0,,tt0042871,"[{'id': 8298, 'logo_path': '/r6cuEYq7DqrHCNVa7vSanTS0cuw.png', 'name': 'Warner Bros. Cartoons', 'origin_country': 'US'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
155.0,The Dark Knight,2008-07-14,152,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",85.847,8.506,29021,/qJ2tW6WMUDux911r6m7haRef0WH.jpg,/pbEkjhdfP7yuDcMB78YEZwgD4IN.jpg,en,The Dark Knight,False,False,Welcome to a world without rules.,185000000,1004558444,https://www.warnerbros.com/movies/dark-knight/,tt0468569,"[{'id': 174, 'logo_path': '/IuAlhI9eVC9Z8UQWOIDdWRKSEJ.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 429, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Comics', 'origin_country': 'US'}, {'id': 923, 'logo_path': '/5UQsZrfbfG2dYJbx8DxfoTr2Bvu.png', 'name': 'Legendary Pictures', 'origin_country': 'US'}, {'id': 9996, 'logo_path': '/3tvBqYsBhxWeHlu62SIJ1el93O7.png', 'name': 'Syncopy', 'origin_country': 'GB'}, {'id': 118865, 'logo_path': None, 'name': 'Isobel Griffiths', 'origin_country': 'GB'}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}]",Released
303.0,Notorious,1946-08-21,103,"[{'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}, {'id': 9648, 'name': 'Mystery'}]",10.932,7.784,1298,/4RERYb1NIQrJHYY5e8nUlYM7t2z.jpg,/9K8MWPiEVNV1FkxiVTV0HuZvNfa.jpg,en,Notorious,False,False,The screen's top romantic stars in a melodramatic masterpiece!,1000000,24500000,,tt0038787,"[{'id': 6, 'logo_path': '/n53F7K9scQWFXYbrCablqLKqJdp.png', 'name': 'RKO Radio Pictures', 'origin_country': 'US'}, {'id': 614, 'logo_path': None, 'name': 'Vanguard Films', 'origin_country': ''}]","[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released
832.0,M,1931-05-11,109,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",12.41,8.109,1755,/slsS6jT6SXjcTPOrsFcLIrHboXA.jpg,/r8Un26Y8GhcIdtmVZVnUOccnHaj.jpg,de,M - Eine Stadt sucht einen Mörder,False,False,Who is the murderer?,0,0,,tt0022100,"[{'id': 43854, 'logo_path': '/tMo26bTTY0f4mMPIvFnyydrDm7V.png', 'name': 'Nero-Film AG', 'origin_country': 'DE'}]","[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}]",Released
